Package,Test Type,Samples,Source Facility,Hub,Final Destination,Region,Picked By,Event Source,Event Destination,Event Date,Event By,Event Status,Date Picked From Facilty,Date Delivered,Date Received At Final Destination
L2403131820,VL PLASMA,1,Mubende R R Hospital ,Mubende R R Hospital ,UNHLS,Masaka ,JULIET NAYIGA,Mubende R R Hospital ,UNHLS,01/11/2024 09:08,JULIET NAYIGA,Picked,01/11/2024 09:08,\N,02/11/2024 05:11
L2403131820,VL PLASMA,1,Mubende R R Hospital ,Mubende R R Hospital ,UNHLS,Masaka ,JULIET NAYIGA,Mubende R R Hospital ,UNHLS,01/11/2024 09:08,JULIET NAYIGA,Received,01/11/2024 09:08,\N,02/11/2024 05:11
L2403131820,VL PLASMA,1,Mubende R R Hospital ,Mubende R R Hospital ,UNHLS,Masaka ,JULIET NAYIGA,Mubende R R Hospital ,UNHLS,01/11/2024 09:08,JULIET NAYIGA,Received,01/11/2024 09:08,\N,02/11/2024 05:11
L2403131401,EID HIV,5,Mubende R R Hospital ,Mubende R R Hospital ,UNHLS,Masaka ,JULIET NAYIGA,Mubende R R Hospital ,UNHLS,01/11/2024 09:10,JULIET NAYIGA,Received,01/11/2024 08:55,\N,\N
9191222,EID HIV,1,Mubende R R Hospital ,Mubende R R Hospital ,UNHLS,Masaka ,JULIET NAYIGA,Mubende R R Hospital ,UNHLS,01/11/2024 09:10,JULIET NAYIGA,Picked,01/11/2024 09:10,\N,\N
9191222,EID HIV,1,Mubende R R Hospital ,Mubende R R Hospital ,UNHLS,Masaka ,JULIET NAYIGA,Mubende R R Hospital ,UNHLS,01/11/2024 09:10,JULIET NAYIGA,Received,01/11/2024 09:10,\N,\N
3.52E+12,VL DBS,1,Nyakayojo H/C III,Mbarara R R Hospital,National Health Laboratory & Diagnostic Services,Teso,PolyCap Mugisha,Nyakayojo H/C III,National Health Laboratory & Diagnostic Services,01/11/2024 09:10,PolyCap Mugisha,Picked,01/11/2024 09:10,\N,\N
L2403073847,Monkey Pox,2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,KYALUGONZA ALEX,Masindi Hospital,\N,01/11/2024 09:13,KYALUGONZA ALEX,Picked,01/11/2024 09:13,\N,\N
L2403146199,VL PLASMA,1,Kabuyanda H/C IV,Rwekubo H/C IV,Rwekubo H/C IV,Teso,ROBERT BWAMBALE,Kabuyanda H/C IV,Rwekubo H/C IV,01/11/2024 09:18,ROBERT BWAMBALE,Picked,01/11/2024 09:18,01/11/2024 12:44,02/11/2024 05:11
L2403073847,Monkey Pox,2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,KYALUGONZA ALEX,Masindi Hospital,UNHLS,01/11/2024 09:19,BYARUHANGA GERALD,Received,01/11/2024 09:13,\N,\N
L2403073847,Monkey Pox,2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,KYALUGONZA ALEX,Masindi Hospital,UNHLS,01/11/2024 09:19,BYARUHANGA GERALD,Received,01/11/2024 09:13,\N,\N
L2403073846,VL DBS,1,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,BYARUHANGA GERALD,Masindi Hospital,UNHLS,01/11/2024 09:23,BYARUHANGA GERALD,Received,01/11/2024 09:23,\N,02/11/2024 05:11
L2310060759,VL DBS,1,Obalanga H/C III,Amuria H/C IV,UNHLS,Bunyoro,Esaku Adam,Obalanga H/C III,UNHLS,01/11/2024 09:24,Esaku Adam,Picked,01/11/2024 09:24,\N,06/11/2024 10:11
L2310060758,Genexpert,5,Obalanga H/C III,Amuria H/C IV,UNHLS,Bunyoro,Esaku Adam,Obalanga H/C III,UNHLS,01/11/2024 09:24,Esaku Adam,Picked,01/11/2024 09:24,\N,\N
L2403114700,EID HIV,15,Ntwetwe H/C IV ,Ntwetwe H/C IV ,UNHLS,Masaka ,Moses Mukiibi,Ntwetwe H/C IV ,UNHLS,01/11/2024 09:27,Moses Mukiibi,Picked,01/11/2024 09:27,02/11/2024 10:17,\N
L2403170035,EQA - Responses,3,Ntwetwe H/C IV ,Ntwetwe H/C IV ,UNHLS,Masaka ,Moses Mukiibi,Ntwetwe H/C IV ,UNHLS,01/11/2024 09:27,Moses Mukiibi,Picked,01/11/2024 09:27,02/11/2024 10:17,\N
L2403073845,VL PLASMA,10,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,BYARUHANGA GERALD,Masindi Hospital,UNHLS,01/11/2024 09:27,BYARUHANGA GERALD,Received,01/11/2024 09:27,\N,\N
L2403144617,Genexpert,1,Kibirizi H/C III,Nyakibale Hospital,Nyakibale Hospital,Rwenzori,Amos Muhwezi,Kibirizi H/C III,Nyakibale Hospital,01/11/2024 09:30,Amos Muhwezi,Picked,01/11/2024 09:30,06/11/2024 12:16,\N
L2403073844,EID HIV,11,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,BYARUHANGA GERALD,Masindi Hospital,UNHLS,01/11/2024 09:30,BYARUHANGA GERALD,Received,01/11/2024 09:30,\N,\N
L2403098736,VL DBS,1,Kyamulibwa H/C III,Butenga H/C IV,UNHLS,\N,Joseph Katerega,Kyamulibwa H/C III,UNHLS,01/11/2024 09:36,Joseph Katerega,Picked,01/11/2024 09:36,02/11/2024 13:44,03/11/2024 05:11
L2403098740,VL DBS,1,Kyamulibwa H/C IV,Butenga H/C IV,UNHLS,\N,Joseph Katerega,Kyamulibwa H/C IV,UNHLS,01/11/2024 09:36,Joseph Katerega,Picked,01/11/2024 09:36,02/11/2024 13:44,03/11/2024 05:11
L2403092711,EID HIV,2,Butebo H/C IV,Pallisa General Hospital ,UNHLS,Karamoja,OKIRIA DANIEL,Butebo H/C IV,UNHLS,01/11/2024 09:36,OKIRIA DANIEL,Picked,01/11/2024 09:36,\N,\N
L2403098739,EID HIV,2,Kyamulibwa H/C IV,Butenga H/C IV,UNHLS,\N,Joseph Katerega,Kyamulibwa H/C IV,UNHLS,01/11/2024 09:36,Joseph Katerega,Picked,01/11/2024 09:36,02/11/2024 13:44,\N
L2403092710,VL PLASMA,1,Butebo H/C IV,Pallisa General Hospital ,UNHLS,Karamoja,OKIRIA DANIEL,Butebo H/C IV,UNHLS,01/11/2024 09:36,OKIRIA DANIEL,Picked,01/11/2024 09:36,\N,01/11/2024 12:11
L2403098737,Sickle Cell (SCD),6,Villa Maria Hospital,Butenga H/C IV,UNHLS,\N,Joseph Katerega,Villa Maria Hospital,UNHLS,01/11/2024 09:36,Joseph Katerega,Picked,01/11/2024 09:36,02/11/2024 13:44,\N
L2403092709,Sickle Cell (SCD),3,Buchanagandi H/C III,Pallisa General Hospital ,UNHLS,Karamoja,OKIRIA DANIEL,Buchanagandi H/C III,UNHLS,01/11/2024 09:36,OKIRIA DANIEL,Picked,01/11/2024 09:36,\N,\N
L2403098738,VL DBS,1,Kalungu H/C III,Butenga H/C IV,UNHLS,\N,Joseph Katerega,Kalungu H/C III,UNHLS,01/11/2024 09:36,Joseph Katerega,Picked,01/11/2024 09:36,02/11/2024 13:44,02/11/2024 08:11
L2403098750,VL PLASMA,1,Butenga H/C IV,Ssembabule H/C IV,UNHLS,Central,Joseph Katerega,Butenga H/C IV,UNHLS,01/11/2024 09:36,Joseph Katerega,Picked,01/11/2024 09:36,02/11/2024 13:44,02/11/2024 16:11
L2403098751,Tb Slides,43,Butenga H/C IV,Ssembabule H/C IV,UNHLS,Central,Joseph Katerega,Butenga H/C IV,\N,01/11/2024 09:37,Joseph Katerega,Picked,01/11/2024 09:37,02/11/2024 13:44,\N
L2403073843,EQA - Responses,2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,BYARUHANGA GERALD,Masindi Hospital,UNHLS,01/11/2024 09:41,BYARUHANGA GERALD,Received,01/11/2024 09:41,\N,\N
L2403073847,Monkey Pox,2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,KYALUGONZA ALEX,Masindi Hospital,UNHLS,01/11/2024 09:43,BYARUHANGA GERALD,Received,01/11/2024 09:13,\N,\N
L2403073843,EQA - Responses,2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,BYARUHANGA GERALD,Masindi Hospital,UNHLS,01/11/2024 09:43,BYARUHANGA GERALD,Received,01/11/2024 09:41,\N,\N
L2403073845,VL PLASMA,10,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,BYARUHANGA GERALD,Masindi Hospital,UNHLS,01/11/2024 09:43,BYARUHANGA GERALD,Received,01/11/2024 09:27,\N,\N
L2403073844,EID HIV,11,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,BYARUHANGA GERALD,Masindi Hospital,UNHLS,01/11/2024 09:43,BYARUHANGA GERALD,Received,01/11/2024 09:30,\N,\N
L2403073846,VL DBS,1,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,BYARUHANGA GERALD,Masindi Hospital,UNHLS,01/11/2024 09:43,BYARUHANGA GERALD,Received,01/11/2024 09:23,\N,02/11/2024 05:11
L2403098752,Recency,2,Kabungo H/C III,Butenga H/C IV,UNHLS,\N,Joseph Katerega,Kabungo H/C III,UNHLS,01/11/2024 09:44,Joseph Katerega,Picked,01/11/2024 09:44,02/11/2024 13:44,\N
L2403103452,Genexpert,37,Orum HC IV,Alebtong H/C IV,Alebtong H/C IV,Ankole,ABACH JOLLY,Orum HC IV,Alebtong H/C IV,01/11/2024 09:47,ABACH JOLLY,Picked,01/11/2024 09:47,01/11/2024 11:52,\N
L2403092706,VL PLASMA,1,Bulangira H/C III,Pallisa General Hospital ,Kibuku H/C IV,Karamoja,OKIRIA DANIEL,Bulangira H/C III,Kibuku H/C IV,01/11/2024 09:55,OKIRIA DANIEL,Picked,01/11/2024 09:55,\N,\N
L2403092707,Genexpert,1,Bulangira H/C III,Pallisa General Hospital ,Kibuku H/C IV,Karamoja,OKIRIA DANIEL,Bulangira H/C III,Kibuku H/C IV,01/11/2024 09:55,OKIRIA DANIEL,Picked,01/11/2024 09:55,\N,\N
L2403092708,VL PLASMA,1,Bulangira H/C III,Pallisa General Hospital ,UNHLS,Karamoja,OKIRIA DANIEL,Bulangira H/C III,UNHLS,01/11/2024 09:55,OKIRIA DANIEL,Picked,01/11/2024 09:55,\N,02/11/2024 12:11
L2310120028,HIV DR,1,Bujubuli H/C III,Kyegegwa H/C IV,UNHLS,Lango,OMUHEREZA BAGOMA,Bujubuli H/C III,UNHLS,01/11/2024 09:56,OMUHEREZA BAGOMA,Picked,01/11/2024 09:56,06/11/2024 16:43,07/11/2024 01:11
L2310120029,VL PLASMA,1,Bujubuli H/C III,Kyegegwa H/C IV,UNHLS,Lango,OMUHEREZA BAGOMA,Bujubuli H/C III,UNHLS,01/11/2024 09:56,OMUHEREZA BAGOMA,Picked,01/11/2024 09:56,06/11/2024 16:43,07/11/2024 01:11
L2310120030,Hep B,1,Bujubuli H/C III,Kyegegwa H/C IV,UNHLS,Lango,OMUHEREZA BAGOMA,Bujubuli H/C III,UNHLS,01/11/2024 09:56,OMUHEREZA BAGOMA,Picked,01/11/2024 09:56,06/11/2024 16:43,\N
L2310120027,Sputum (MTB Culture & DST),1,Bujubuli H/C III,Kyegegwa H/C IV,UNHLS,Lango,OMUHEREZA BAGOMA,Bujubuli H/C III,UNHLS,01/11/2024 09:56,OMUHEREZA BAGOMA,Picked,01/11/2024 09:56,\N,\N
L2403146200,VL DBS,1,Kikagate H/C III,Rwekubo H/C IV,Rwekubo H/C IV,Teso,ROBERT BWAMBALE,Kikagate H/C III,Rwekubo H/C IV,01/11/2024 09:57,ROBERT BWAMBALE,Picked,01/11/2024 09:57,01/11/2024 12:44,03/11/2024 04:11
L2403146201,Genexpert,4,Kikagate H/C III,Rwekubo H/C IV,UNHLS,Teso,ROBERT BWAMBALE,Kikagate H/C III,UNHLS,01/11/2024 09:57,ROBERT BWAMBALE,Picked,01/11/2024 09:57,\N,\N
L2403147712,VL PLASMA,38,Entebbe Grade A Hospital,Entebbe Grade B Hospital,Entebbe Grade A Hospital,Central,Ssekajja Joshua,Entebbe Grade A Hospital,Entebbe Grade A Hospital,01/11/2024 09:57,Ssekajja Joshua,Picked,01/11/2024 09:57,\N,\N
L2403144620,Genexpert,7,Buhunga H/C IV,Nyakibale Hospital,Nyakibale Hospital,Rwenzori,Amos Muhwezi,Buhunga H/C IV,Nyakibale Hospital,01/11/2024 09:57,Amos Muhwezi,Picked,01/11/2024 09:57,06/11/2024 12:16,\N
3841792,VL DBS,2,Buhunga H/C IV,Nyakibale Hospital,Nyakibale Hospital,Rwenzori,Amos Muhwezi,Buhunga H/C IV,Nyakibale Hospital,01/11/2024 09:57,Amos Muhwezi,Picked,01/11/2024 09:57,06/11/2024 12:16,\N
L2403144619,EID HIV,1,Buhunga H/C IV,Nyakibale Hospital,Nyakibale Hospital,Rwenzori,Amos Muhwezi,Buhunga H/C IV,Nyakibale Hospital,01/11/2024 09:58,Amos Muhwezi,Picked,01/11/2024 09:58,\N,04/11/2024 10:58
L2403147713,Hep B,1,Entebbe Grade A Hospital,Entebbe Grade B Hospital,Entebbe Grade A Hospital,Central,Ssekajja Joshua,Entebbe Grade A Hospital,Entebbe Grade A Hospital,01/11/2024 09:58,Ssekajja Joshua,Picked,01/11/2024 09:58,\N,\N
L2403073842,Sickle Cell (SCD),2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,KYALUGONZA ALEX,Masindi Hospital,UNHLS,01/11/2024 09:58,KYALUGONZA ALEX,Picked,01/11/2024 09:58,\N,\N
L2403073841,VHF,1,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,KYALUGONZA ALEX,Masindi Hospital,UVRI,01/11/2024 09:58,KYALUGONZA ALEX,Picked,01/11/2024 09:58,\N,\N
L2403073842,Sickle Cell (SCD),2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,KYALUGONZA ALEX,Masindi Hospital,UNHLS,01/11/2024 09:58,KYALUGONZA ALEX,Delivered,01/11/2024 09:58,\N,\N
L2403073842,Sickle Cell (SCD),2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,KYALUGONZA ALEX,Masindi Hospital,UNHLS,01/11/2024 09:59,BYARUHANGA GERALD,Received,01/11/2024 09:58,\N,\N
L2403073841,VHF,1,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,KYALUGONZA ALEX,Masindi Hospital,UVRI,01/11/2024 09:59,BYARUHANGA GERALD,Received,01/11/2024 09:58,\N,\N
L2403073842,Sickle Cell (SCD),2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,KYALUGONZA ALEX,Masindi Hospital,UNHLS,01/11/2024 09:59,BYARUHANGA GERALD,Received,01/11/2024 09:58,\N,\N
L2403073841,VHF,1,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,KYALUGONZA ALEX,Masindi Hospital,UNHLS,01/11/2024 09:59,BYARUHANGA GERALD,Received,01/11/2024 09:58,\N,\N
L2201035516,EID HIV,21,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,Mubiru Deo,Masindi Hospital,UNHLS,01/11/2024 09:59,Mubiru Deo,Picked,01/11/2024 09:59,02/11/2024 09:25,\N
L2201035517,Monkey Pox,2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,Mubiru Deo,Masindi Hospital,\N,01/11/2024 09:59,Mubiru Deo,Picked,01/11/2024 09:59,02/11/2024 09:25,\N
L2201035514,VL DBS,19,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,Mubiru Deo,Masindi Hospital,UNHLS,01/11/2024 10:00,Mubiru Deo,Picked,01/11/2024 10:00,02/11/2024 09:25,\N
L2201035515,VL PLASMA,195,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,Mubiru Deo,Masindi Hospital,UNHLS,01/11/2024 10:00,Mubiru Deo,Picked,01/11/2024 10:00,02/11/2024 09:25,\N
L2310120026,VL DBS,1,Bujubuli H/C III,Kyegegwa H/C IV,UNHLS,Lango,OMUHEREZA BAGOMA,Bujubuli H/C III,UNHLS,01/11/2024 10:00,OMUHEREZA BAGOMA,Picked,01/11/2024 10:00,06/11/2024 16:43,07/11/2024 09:11
L2310120024,EID HIV,8,Bujubuli H/C III,Kyegegwa H/C IV,UNHLS,Lango,OMUHEREZA BAGOMA,Bujubuli H/C III,UNHLS,01/11/2024 10:00,OMUHEREZA BAGOMA,Picked,01/11/2024 10:00,06/11/2024 16:43,\N
L2310120025,Sickle Cell (SCD),1,Bujubuli H/C III,Kyegegwa H/C IV,UNHLS,Lango,OMUHEREZA BAGOMA,Bujubuli H/C III,UNHLS,01/11/2024 10:00,OMUHEREZA BAGOMA,Picked,01/11/2024 10:00,06/11/2024 16:43,\N
L221102300,CD4/CD8,1,Mugusu H/C III,FortPortal R R Hospital,UNHLS,Lango,Byamukama Bosco,FortPortal R R Hospital,UNHLS,01/11/2024 10:00,Byamukama Bosco,Delivered,01/11/2024 08:52,\N,\N
L2403147712,VL PLASMA,38,Entebbe Grade A Hospital,Entebbe Grade B Hospital,Entebbe Grade A Hospital,Central,Ssekajja Joshua,Entebbe Grade B Hospital,Entebbe Grade A Hospital,01/11/2024 10:01,Ssekajja Joshua,Delivered,01/11/2024 09:57,\N,\N
L2403147713,Hep B,1,Entebbe Grade A Hospital,Entebbe Grade B Hospital,Entebbe Grade A Hospital,Central,Ssekajja Joshua,Entebbe Grade B Hospital,Entebbe Grade A Hospital,01/11/2024 10:01,Ssekajja Joshua,Delivered,01/11/2024 09:58,\N,\N
L2201035512,VHF,1,Masindi Hospital,Masindi Hospital,UVRI,Busoga,Mubiru Deo,Masindi Hospital,UVRI,01/11/2024 10:09,Mubiru Deo,Picked,01/11/2024 10:09,\N,\N
L2201035511,Hep B,1,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,Mubiru Deo,Masindi Hospital,UNHLS,01/11/2024 10:09,Mubiru Deo,Picked,01/11/2024 10:09,07/11/2024 11:07,\N
L2201035510,EQA - Panels,2,Masindi Hospital,Masindi Hospital,UNHLS,Busoga,Mubiru Deo,Masindi Hospital,UNHLS,01/11/2024 10:09,Mubiru Deo,Picked,01/11/2024 10:09,07/11/2024 11:07,\N
L2310038339,VL DBS,1,Kigarama H/C III,Kitagata  Hospital,Kitagata  Hospital,Teso,Nahurira Gastone,Kigarama H/C III,Kitagata  Hospital,01/11/2024 10:10,Nahurira Gastone,Picked,01/11/2024 10:10,07/11/2024 15:03,13/11/2024 06:11
L2310038340,EID HIV,1,Kigarama H/C III,Kitagata  Hospital,Kitagata  Hospital,Teso,Nahurira Gastone,Kigarama H/C III,Kitagata  Hospital,01/11/2024 10:10,Nahurira Gastone,Picked,01/11/2024 10:10,07/11/2024 15:03,\N
L2310038341,HIV DR,1,Kigarama H/C III,Kitagata  Hospital,UNHLS,Teso,Nahurira Gastone,Kigarama H/C III,UNHLS,01/11/2024 10:10,Nahurira Gastone,Picked,01/11/2024 10:10,\N,\N
L2310115657,VL PLASMA,1,Acimi Hc III,Aber Hospital,UNHLS,Bukedi,OPIO WALTER,Acimi Hc III,UNHLS,01/11/2024 10:11,OPIO WALTER,Picked,01/11/2024 10:11,\N,06/11/2024 12:11
12781485,VL PLASMA,\N,Ruharo Mission Hospital,Mbarara R R Hospital,National Health Laboratory & Diagnostic Services,Teso,PolyCap Mugisha,Ruharo Mission Hospital,National Health Laboratory & Diagnostic Services,01/11/2024 10:11,PolyCap Mugisha,Picked,01/11/2024 10:11,\N,\N
L2403098698,EID HIV,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:20,sadat semanda,Picked,01/11/2024 10:20,02/11/2024 13:44,02/11/2024 04:11
L2403092623,Monkey Pox,1,Pallisa General Hospital ,Pallisa General Hospital ,UNHLS,Karamoja,MUSTUMA FRANCO,Pallisa General Hospital ,\N,01/11/2024 10:20,MUSTUMA FRANCO,Picked,01/11/2024 10:20,\N,\N
L2403092624,Hep B,1,Pallisa General Hospital ,Pallisa General Hospital ,UNHLS,Karamoja,MUSTUMA FRANCO,Pallisa General Hospital ,UNHLS,01/11/2024 10:20,MUSTUMA FRANCO,Picked,01/11/2024 10:20,\N,\N
L2403098699,VL PLASMA,6,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:20,sadat semanda,Picked,01/11/2024 10:20,06/11/2024 22:05,\N
L2403098698,EID HIV,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:21,sadat semanda,Received,01/11/2024 10:20,02/11/2024 13:44,02/11/2024 04:11
L2403098699,VL PLASMA,6,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:21,sadat semanda,Received,01/11/2024 10:20,06/11/2024 22:05,\N
L2403098698,EID HIV,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:21,sadat semanda,Received,01/11/2024 10:20,02/11/2024 13:44,02/11/2024 04:11
L2403098699,VL PLASMA,6,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:21,sadat semanda,Received,01/11/2024 10:20,06/11/2024 22:05,\N
L2403098698,EID HIV,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:21,sadat semanda,Received,01/11/2024 10:20,02/11/2024 13:44,02/11/2024 04:11
L2403098699,VL PLASMA,6,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:21,sadat semanda,Received,01/11/2024 10:20,06/11/2024 22:05,\N
L2403055398,VL PLASMA,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:21,sadat semanda,Picked,01/11/2024 10:21,02/11/2024 13:44,02/11/2024 08:11
3.52E+12,VL DBS,1,Nyakayojo H/C III,Mbarara R R Hospital,National Health Laboratory & Diagnostic Services,Teso,PolyCap Mugisha,Mbarara R R Hospital,National Health Laboratory & Diagnostic Services,01/11/2024 10:21,PolyCap Mugisha,Delivered,01/11/2024 09:10,\N,\N
12781485,VL PLASMA,\N,Ruharo Mission Hospital,Mbarara R R Hospital,National Health Laboratory & Diagnostic Services,Teso,PolyCap Mugisha,Mbarara R R Hospital,National Health Laboratory & Diagnostic Services,01/11/2024 10:21,PolyCap Mugisha,Delivered,01/11/2024 10:11,\N,\N
L2310134392,VL PLASMA,13,Kawempe Home Care,UNHLS,UNHLS,Mubende ,Geofrey Ndikuyera,Kawempe Home Care,UNHLS,01/11/2024 10:22,Geofrey Ndikuyera,Picked,01/11/2024 10:22,02/11/2024 10:39,\N
L2403055386,VL PLASMA,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:22,sadat semanda,Picked,01/11/2024 10:22,02/11/2024 13:44,02/11/2024 07:11
L2310120023,VL DBS,1,Mukondo H/C II,Kyegegwa H/C IV,UNHLS,Lango,OMUHEREZA BAGOMA,Mukondo H/C II,UNHLS,01/11/2024 10:23,OMUHEREZA BAGOMA,Picked,01/11/2024 10:23,06/11/2024 16:43,07/11/2024 08:11
2212414409,VL PLASMA,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:23,sadat semanda,Picked,01/11/2024 10:23,02/11/2024 13:44,01/11/2024 23:11
2212414411,EID HIV,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:23,sadat semanda,Picked,01/11/2024 10:23,09/11/2024 00:48,30/11/2024 08:11
L2403055382,VL PLASMA,2,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:24,sadat semanda,Picked,01/11/2024 10:24,02/11/2024 13:44,\N
L2403055381,Hep B,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:24,sadat semanda,Picked,01/11/2024 10:24,02/11/2024 13:44,\N
L2403055380,VL PLASMA,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:24,sadat semanda,Picked,01/11/2024 10:24,02/11/2024 13:44,02/11/2024 15:11
L2403103432,VL PLASMA,1,Aliwang H/C III,Alebtong H/C IV,Alebtong H/C IV,Ankole,ABACH JOLLY,Aliwang H/C III,Alebtong H/C IV,01/11/2024 10:25,ABACH JOLLY,Picked,01/11/2024 10:25,01/11/2024 11:52,11/11/2024 09:11
L2403103433,EID HIV,3,Aliwang H/C III,Alebtong H/C IV,Alebtong H/C IV,Ankole,ABACH JOLLY,Aliwang H/C III,Alebtong H/C IV,01/11/2024 10:25,ABACH JOLLY,Picked,01/11/2024 10:25,01/11/2024 11:52,\N
L2403055385,VL PLASMA,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:25,sadat semanda,Picked,01/11/2024 10:25,02/11/2024 13:44,02/11/2024 07:11
L2403055384,EID HIV,11,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:25,sadat semanda,Picked,01/11/2024 10:25,02/11/2024 13:44,\N
L2403055383,VL PLASMA,2,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:25,sadat semanda,Picked,01/11/2024 10:25,02/11/2024 13:44,\N
L2403098695,VL PLASMA,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:26,sadat semanda,Picked,01/11/2024 10:26,02/11/2024 13:44,01/11/2024 23:11
L2403098698,EID HIV,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:26,sadat semanda,Received,01/11/2024 10:20,02/11/2024 13:44,02/11/2024 04:11
L2403098699,VL PLASMA,6,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:26,sadat semanda,Received,01/11/2024 10:20,06/11/2024 22:05,\N
L2403055398,VL PLASMA,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:26,sadat semanda,Received,01/11/2024 10:21,02/11/2024 13:44,02/11/2024 08:11
L2403055386,VL PLASMA,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:26,sadat semanda,Received,01/11/2024 10:22,02/11/2024 13:44,02/11/2024 07:11
2212414409,VL PLASMA,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:26,sadat semanda,Received,01/11/2024 10:23,02/11/2024 13:44,01/11/2024 23:11
2212414411,EID HIV,1,Mpigi H/C IV ,Mpigi H/C IV ,UNHLS,Central,sadat semanda,Mpigi H/C IV ,UNHLS,01/11/2024 10:26,sadat semanda,Received,01/11/2024 10:23,09/11/2024 00:48,30/11/2024 08:11
